"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"55",0,0.0261437908496732,0.0656565656565657,0.933333333333333,0.317460317460317,0.0718954248366013,0.348214285714286,0.541176470588235,0.982142857142857,0.971428571428571,0.948717948717949,0.929411764705882
"56",0,0.0522875816993464,0.0655737704918033,0.195121951219512,0.197802197802198,0.0522875816993464,1,0.376470588235294,1,0.975609756097561,0.977777777777778,0.958333333333333
"57",0.873170731707317,0.984375,0.993645291738879,0.991465677179963,0.992052617155385,0.993119810201661,0.996242014280346,0.995149835440845,0.99290780141844,0.998223124762026,0.996468926553672,0.995435211121486
"58",0.0195121951219512,0.0828729281767956,0.115183246073298,0.595744680851064,0.65,0.122119815668203,0.58974358974359,0.651785714285714,0.935483870967742,0.955357142857143,0.984375,1
"59",0.0439024390243902,0.209944751381215,0.507692307692308,0.904255319148936,0.811188811188811,0.916666666666667,0.927884615384615,0.909836065573771,0.917857142857143,0.953947368421053,0.905172413793103,0.962264150943396
"60",0.0195121951219512,0.160220994475138,0.376923076923077,0.78021978021978,0.975903614457831,0.989795918367347,0.991228070175439,1,1,0.980891719745223,0.994318181818182,1
"61",0.0439024390243902,0.320441988950276,0.664921465968586,0.915422885572139,0.940740740740741,0.716589861751152,0.929782082324455,0.946004319654428,0.946768060836502,0.930124223602484,0.954411764705882,0.964432284541724
"62",0,0.0331491712707182,0.0680628272251309,0.297872340425532,0.333333333333333,0.0783410138248848,0.35042735042735,0.979166666666667,0.948275862068966,0.985074626865672,0.935897435897436,0.975308641975309
"63",0,0.0441988950276243,0.0923076923076923,0.175824175824176,0.13986013986014,0.0483870967741935,0.935483870967742,0.303571428571429,1,0.952380952380952,0.92156862745098,1
"64",0.858536585365854,0.981538461538462,0.989337822671156,0.992779783393502,1,0.994870651204282,0.995302517850432,1,0.993206906311916,0.995692385658178,0.997641509433962,0.996993572465271
"65",0.0195121951219512,0.0958904109589041,0.0813953488372093,0.78125,0.637931034482759,0.116228070175439,0.482517482517482,0.952380952380952,0.954545454545455,0.972727272727273,0.983739837398374,0.985294117647059
"66",0.0439024390243902,0.246575342465753,0.255813953488372,0.900990099009901,0.9140625,0.93167701863354,0.915,0.91703056768559,0.906474820143885,0.918300653594771,0.975609756097561,0.977337110481586
"67",0.0195121951219512,0.184931506849315,0.925925925925926,0.829545454545455,0.84375,1,0.991596638655462,0.788461538461538,0.986301369863014,0.99375,0.989304812834225,0.995049504950495
"68",0.0585365853658537,0.410958904109589,0.484496124031008,0.850467289719626,0.926739926739927,0.712719298245614,0.923990498812352,0.946666666666667,0.938661710037175,0.932907348242812,0.938746438746439,0.983870967741935
"69",0,0.121951219512195,0.0387596899224806,0.0794392523364486,0.344827586206897,0.0745614035087719,0.27972027972028,0.865384615384615,0.910714285714286,0.928571428571429,0.985915492957746,0.974683544303797
"70",0,0.0410958904109589,0.0555555555555556,0.170454545454545,0.125,0.0482456140350877,0.188811188811189,0.198717948717949,0.96969696969697,0.975,0.977272727272727,1
